arabidopsis_thaliana	populus_trichocarpa
AT5G56780	Potri.006G150000
AT1G20810	Potri.005G254900
AT1G34360	Potri.009G137000
AT2G46920	Potri.014G110500
AT2G15230	Potri.009G094900
AT5G18260	Potri.019G032300
AT1G04420	Potri.008G167400
AT5G06140	Potri.016G076400
AT1G27752	Potri.014G016900
AT1G27300	Potri.003G170700
AT5G56750	Potri.018G067700
AT5G11790	Potri.018G054900
AT3G20280	Potri.001G358900
AT1G52510	Potri.001G201500
AT1G25290	Potri.003G019500
AT5G59610	Potri.001G072700
AT4G38370	Potri.009G165400
AT1G76260	Potri.005G249800
AT3G52075	Potri.009G059200
AT3G56770	Potri.016G035400
AT4G23960	Potri.003G141600
AT3G02680	Potri.015G148300
AT3G45900	Potri.001G130100
AT3G51050	Potri.007G017600
AT2G35500	Potri.003G096600
AT3G52940	Potri.006G116200
AT5G20200	Potri.018G129900
AT3G59390	Potri.019G051300
AT5G42970	Potri.014G180800
AT1G49470	Potri.009G108900
AT5G20280	Potri.T124307
AT1G04920	Potri.017G057800
AT5G45700	Potri.011G072000
AT3G54260	Potri.008G020900
AT4G21210	Potri.004G022900
AT5G36980	Potri.014G128300
AT5G66120	Potri.005G110900
AT3G26730	Potri.014G145300
AT1G03030	Potri.005G218700
AT2G22610	Potri.002G110600
AT1G70220	Potri.010G095601
AT2G43080	Potri.002G232100
AT1G49850	Potri.009G091200
AT5G03345	Potri.016G091900
AT4G23860	Potri.003G140000
AT3G47120	Potri.009G044900
AT5G06200	Potri.016G075400
AT1G14160	Potri.008G088700
AT5G10070	Potri.007G087000
AT1G55000	Potri.013G021600
AT1G16080	Potri.003G185901
AT4G14500	Potri.010G076500
AT1G24610	Potri.008G134200
AT2G25810	Potri.006G239700
AT1G08480	Potri.009G001100
AT4G18465	Potri.004G052700
AT5G01590	Potri.016G123900
AT4G05230	Potri.004G022400
AT3G54460	Potri.T125006
AT1G31410	Potri.003G105100
AT4G20130	Potri.003G155100
AT2G44050	Potri.017G001800
AT2G46200	Potri.014G091400
AT1G74830	Potri.015G068400
AT5G11340	Potri.018G032400
AT5G09860	Potri.003G194000
AT5G39790	Potri.017G125400
AT1G02310	Potri.002G184500
AT4G19890	Potri.015G121700
AT1G08220	Potri.009G002000
AT3G54890	Potri.010G221100
AT5G28400	Potri.014G099100
AT5G14470	Potri.001G343400
AT5G24020	Potri.004G080100
AT4G01670	Potri.014G111000
AT4G35850	Potri.001G341400
AT5G13070	Potri.001G018500
AT3G60150	Potri.014G179500
AT5G22050	Potri.009G015600
AT5G19630	Potri.T056064
AT4G35335	Potri.016G113200
AT4G17430	Potri.003G079400
AT3G26480	Potri.018G091100
AT5G09270	Potri.007G102600
AT4G31115	Potri.005G179800
AT3G25130	Potri.002G246400
AT1G07320	Potri.006G221100
AT5G39940	Potri.004G130000
AT5G11240	Potri.010G005400
AT3G49900	Potri.005G149400
AT3G56140	Potri.008G074300
AT4G14342	Potri.010G070500
AT2G20390	Potri.014G193150
AT3G29185	Potri.017G088401
AT5G57770	Potri.018G099000
AT1G67460	Potri.016G023500
AT3G61550	Potri.014G091000
AT5G57290	Potri.009G032600
AT4G24650	Potri.010G123801
AT5G67140	Potri.007G045601
AT1G10830	Potri.014G146900
AT2G28410	Potri.009G013800
AT4G23620	Potri.001G097801
AT5G11930	Potri.006G226900
AT3G12670	Potri.008G080100
AT2G33510	Potri.003G165800
AT4G17540	Potri.003G082200
AT2G38550	Potri.016G137200
AT4G32560	Potri.006G247900
AT3G06700	Potri.010G142001
AT1G11112	Potri.011G046112
AT1G76660	Potri.005G260000
AT1G47420	Potri.014G032400
AT1G31600	Potri.003G106300
AT1G53710	Potri.001G161100
AT4G38670	Potri.009G132200
AT1G50300	Potri.010G170700
AT3G49990	Potri.005G234800
AT1G53860	Potri.001G163000
AT1G18490	Potri.015G055600
AT5G52880	Potri.012G035500
AT1G78650	Potri.001G387300
AT1G56000	Potri.001G438500
AT5G54080	Potri.001G374100
AT2G01918	Potri.017G129700
AT5G63060	Potri.015G080100
AT3G61460	Potri.014G087700
AT4G14120	Potri.002G236300
AT1G78530	Potri.011G101900
AT2G27800	Potri.018G093700
AT5G63000	Potri.015G078600
AT4G03260	Potri.019G119500
AT4G29910	Potri.014G085900
AT2G46980	Potri.014G111500
AT1G61620	Potri.011G040000
AT2G14680	Potri.009G087100
AT1G15290	Potri.003G031000
AT4G03240	Potri.013G150400
AT2G38130	Potri.011G139300
AT4G15030	Potri.001G266200
AT5G03160	Potri.016G088600
AT1G07590	Potri.009G030900
AT5G19050	Potri.008G202300
AT1G30130	Potri.011G084000
AT4G34190	Potri.009G096800
AT3G21420	Potri.010G023600
AT5G24760	Potri.004G067000
ATCG00340	Potri.013G142124
ATCG00350	Potri.013G141912
AT3G11090	Potri.010G186000
AT2G35035	Potri.001G159600
AT2G01640	Potri.009G097000
AT3G18860	Potri.T125104
AT2G30170	Potri.001G282500
AT5G40570	Potri.001G342400
AT4G22880	Potri.003G119100
AT2G35585	Potri.001G135000
AT3G03770	Potri.019G039000
AT5G55130	Potri.001G355800
AT3G54210	Potri.016G143100
AT1G05190	Potri.014G153000
AT2G44820	Potri.013G075500
AT5G28660	Potri.014G120300
AT2G39090	Potri.010G022100
AT2G26470	Potri.002G250400
AT5G06400	Potri.006G200800
AT1G27450	Potri.014G017200
AT5G11160	Potri.018G026200
AT1G53903	Potri.003G071900
AT5G47940	Potri.009G060000
AT5G21970	Potri.006G218100
AT4G19010	Potri.003G099700
AT3G56900	Potri.016G030400
AT3G59870	Potri.013G084300
AT3G60660	Potri.014G060000
AT2G43360	Potri.017G033300
AT3G44680	Potri.011G156250
AT5G58740	Potri.009G046000
AT5G27200	Potri.013G031300
AT1G65820	Potri.017G140900
AT5G43822	Potri.005G253200
AT1G03055	Potri.005G216400
AT2G43720	Potri.013G127400
AT1G35660	Potri.019G083100
AT2G07690	Potri.018G112800
AT1G08540	Potri.019G044200
AT1G05030	Potri.014G060800
AT4G28390	Potri.017G012800
AT5G64740	Potri.007G076500
AT4G18780	Potri.011G069600
AT1G02730	Potri.014G125100
AT2G33100	Potri.003G177800
AT4G38190	Potri.009G170000
AT3G43540	Potri.006G217700
AT4G37730	Potri.014G007100
AT5G15750	Potri.017G101200
AT5G50310	Potri.015G090100
AT2G38270	Potri.016G119200
AT1G14990	Potri.010G112300
AT5G09680	Potri.001G263800
AT4G34090	Potri.009G099600
AT1G56090	Potri.005G097300
AT2G17470	Potri.008G118600
AT5G18800	Potri.010G026000
AT5G53080	Potri.015G010800
AT4G38890	Potri.009G125500
AT2G38680	Potri.010G243900
AT5G66005	Potri.005G101501
AT3G22480	Potri.008G153900
AT4G02800	Potri.005G209400
AT5G64880	Potri.007G081700
AT3G09730	Potri.006G130600
AT1G76390	Potri.005G253400
AT5G55940	Potri.001G370200
AT2G33793	Potri.011G051900
AT4G17370	Potri.003G078500
AT4G15830	Potri.010G014200
AT5G16610	Potri.017G130400
AT1G56440	Potri.013G008400
AT5G54260	Potri.001G407300
AT2G28620	Potri.016G082400
AT2G04880	Potri.014G164300
AT5G09995	Potri.007G081800
AT5G61000	Potri.015G057300
AT1G11750	Potri.009G114001
AT5G61230	Potri.003G104400
AT3G52905	Potri.001G104800
AT4G11440	Potri.003G127600
AT3G25980	Potri.010G055100
AT5G44316	Potri.004G016900
AT3G48500	Potri.015G091700
AT2G16430	Potri.009G121200
AT2G39805	Potri.010G198300
AT4G02090	Potri.014G122100
AT3G49240	Potri.012G015400
AT3G52860	Potri.014G127900
AT2G16790	Potri.019G048200
AT1G69290	Potri.008G095800
AT1G48950	Potri.015G052400
AT1G19290	Potri.014G040200
AT5G63690	Potri.014G083500
AT3G58460	Potri.006G197900
AT1G80750	Potri.003G180700
AT1G66345	Potri.004G090800
AT1G76760	Potri.005G193400
AT3G24160	Potri.003G178400
AT3G20240	Potri.008G004100
AT3G09250	Potri.016G105600
AT3G04130	Potri.010G055500
AT4G27750	Potri.015G029300
AT1G05060	Potri.014G156700
AT3G57790	Potri.016G051200
AT2G42690	Potri.003G101800
AT3G63290	Potri.002G049300
AT1G64880	Potri.013G076200
AT1G78630	Potri.011G106100
AT5G45630	Potri.011G076900
AT5G66470	Potri.007G021900
AT5G19680	Potri.018G086200
AT3G04970	Potri.005G041000
AT3G04460	Potri.019G020000
AT3G22290	Potri.016G022800
AT3G25470	Potri.014G175500
AT5G65274	Potri.014G045200
AT3G20270	Potri.008G004500
AT3G49890	Potri.001G172500
AT5G67530	Potri.005G148900
AT3G03305	Potri.010G180800
AT1G64550	Potri.001G087300
AT5G13680	Potri.010G208400
AT5G37310	Potri.017G144241
AT4G39920	Potri.007G093800
AT1G08780	Potri.013G042100
AT5G62575	Potri.015G072100
AT5G17790	Potri.013G067200
AT5G64470	Potri.001G286100
AT3G17780	Potri.015G030801
AT2G04550	Potri.014G160500
AT1G75980	Potri.002G018100
AT2G26310	Potri.018G048500
AT1G69310	Potri.010G160100
AT4G13370	Potri.018G072500
AT1G31817	Potri.007G117700
AT1G11545	Potri.014G152700
AT1G32500	Potri.003G089700
AT3G04340	Potri.013G048700
AT3G19910	Potri.007G073200
AT5G21950	Potri.006G219400
AT4G35910	Potri.006G051300
AT4G10110	Potri.019G069000
AT2G31710	Potri.001G160500
AT5G14820	Potri.014G121400
AT5G58560	Potri.009G074800
AT3G59910	Potri.017G001300
AT3G52730	Potri.009G149300
AT1G05385	Potri.008G152800
AT3G43720	Potri.009G158100
AT5G46620	Potri.003G090600
AT1G08560	Potri.019G030800
AT1G09800	Potri.003G008500
AT1G48760	Potri.015G045600
AT4G33250	Potri.018G063600
AT1G49350	Potri.004G152100
AT1G08460	Potri.009G020500
AT3G26740	Potri.014G145500
AT5G12190	Potri.009G067500
AT1G06060	Potri.005G233000
AT4G26980	Potri.011G090700
AT3G56940	Potri.016G025000
AT2G04560	Potri.014G160300
AT2G43030	Potri.013G070100
AT1G72040	Potri.019G081600
AT1G56260	Potri.005G021800
AT3G22990	Potri.008G159900
AT1G36940	Potri.005G171600
AT1G76570	Potri.005G258600
AT1G23360	Potri.008G188600
AT3G56570	Potri.004G135700
AT4G31880	Potri.018G020400
AT1G80810	Potri.003G181300
AT4G36530	Potri.005G121000
AT3G59430	Potri.017G029800
AT1G68725	Potri.010G132500
AT3G25920	Potri.010G124301
AT5G30490	Potri.010G151300
AT5G46850	Potri.003G095200
AT1G62750	Potri.003G113500
AT3G04950	Potri.013G034100
AT1G15230	Potri.003G053500
AT3G18410	Potri.015G054700
AT5G17500	Potri.010G049700
AT1G08710	Potri.013G067600
AT5G04910	Potri.008G012100
AT1G54390	Potri.019G033800
AT5G21060	Potri.004G196200
AT2G17975	Potri.005G115100
AT1G79720	Potri.003G185175
AT3G22590	Potri.010G085500
AT5G35520	Potri.015G055500
AT5G64840	Potri.007G080600
AT2G43980	Potri.017G007500
AT5G43830	Potri.010G081600
AT1G28530	Potri.004G051000
AT5G39400	Potri.017G089700
AT5G52010	Potri.014G025100
AT4G39810	Potri.007G088500
AT5G17840	Potri.019G040400
AT2G17020	Potri.009G139500
AT3G61350	Potri.014G083200
AT1G67930	Potri.005G203900
AT2G03450	Potri.010G160500
AT5G59770	Potri.001G235400
AT5G19130	Potri.001G345200
AT5G64830	Potri.007G080500
AT5G18200	Potri.019G034400
ATCG00760	Potri.018G131000
AT5G44450	Potri.011G157500
AT3G21175	Potri.010G251600
AT5G24500	Potri.015G005100
AT1G65030	Potri.012G107400
AT2G24820	Potri.018G015700
AT1G73400	Potri.010G098600
AT1G29070	Potri.011G064800
AT1G36980	Potri.005G171901
AT4G35300	Potri.009G168500
AT3G59630	Potri.006G123700
AT2G28900	Potri.001G239900
AT5G04490	Potri.010G232600
AT5G25760	Potri.018G039200
AT1G04010	Potri.014G195500
AT5G61750	Potri.015G109600
AT3G61320	Potri.014G082900
AT5G23910	Potri.015G146000
AT3G63000	Potri.014G135590
AT3G55360	Potri.010G204400
AT2G31305	Potri.007G101900
AT4G18060	Potri.011G077500
AT1G34350	Potri.019G085500
AT5G20040	Potri.001G376600
AT5G65860	Potri.014G019000
AT5G48545	Potri.002G248800
AT3G54840	Potri.010G226300
AT2G04360	Potri.014G169200
AT5G11810	Potri.006G230000
AT5G20370	Potri.018G120300
AT5G25280	Potri.018G120400
AT5G21140	Potri.004G195600
AT3G58470	Potri.016G063600
AT3G61080	Potri.002G153100
AT1G55480	Potri.003G222200
AT3G59770	Potri.013G128500
AT1G16870	Potri.013G153900
AT1G71150	Potri.010G117100
AT4G21500	Potri.011G042600
AT3G10110	Potri.009G076400
AT5G52950	Potri.012G033800
AT5G48240	Potri.014G170500
AT2G48120	Potri.014G138500
AT5G59460	Potri.009G033400
AT4G16660	Potri.016G019800
AT1G23180	Potri.010G110200
AT2G21070	Potri.009G131700
AT3G51510	Potri.011G146200
AT5G13890	Potri.002G237200
AT2G32460	Potri.002G228700
AT2G19560	Potri.006G221700
AT5G44730	Potri.003G154500
AT5G25230	Potri.018G114900
AT4G22240	Potri.004G003200
AT3G03750	Potri.013G064600
AT2G18030	Potri.007G012900
AT5G49880	Potri.004G228900
AT3G15290	Potri.001G398600
AT3G06040	Potri.015G077200
AT1G73010	Potri.008G196800
AT4G01040	Potri.014G096700
AT5G08420	Potri.007G065500
AT1G08960	Potri.013G025100
AT5G57410	Potri.018G092000
AT1G67970	Potri.010G104300
AT4G22900	Potri.003G119400
AT3G49080	Potri.012G144700
AT5G37630	Potri.004G085500
AT5G60335	Potri.006G133800
AT2G33780	Potri.011G053700
AT3G50560	Potri.007G040900
AT1G68150	Potri.001G208600
AT3G09720	Potri.019G065300
AT1G50000	Potri.001G290100
AT2G28800	Potri.009G029100
AT1G76150	Potri.005G247600
AT2G40660	Potri.019G058700
AT5G57440	Potri.018G092500
AT3G28700	Potri.017G077000
AT5G37830	Potri.017G124400
AT3G21670	Potri.014G157500
AT5G01910	Potri.016G138300
AT5G35080	Potri.018G118200
AT4G31240	Potri.006G279400
AT4G23800	Potri.003G138000
AT1G01920	Potri.014G077700
AT1G49970	Potri.009G089300
AT5G23080	Potri.012G058100
AT4G15950	Potri.016G003200
AT4G09750	Potri.005G197700
AT4G19030	Potri.011G072100
AT5G47360	Potri.001G154901
AT5G47860	Potri.003G158400
AT5G50100	Potri.015G072000
AT2G30920	Potri.014G093100
AT5G27830	Potri.013G014800
AT4G28200	Potri.007G040000
AT3G06920	Potri.010G014100
AT1G21370	Potri.002G071300
AT4G17620	Potri.001G149900
AT5G07380	Potri.015G109700
AT3G01780	Potri.001G334300
AT2G07170	Potri.006G079500
AT5G37800	Potri.017G126800
AT1G62045	Potri.011G004400
AT1G05960	Potri.007G128000
AT3G25410	Potri.014G178000
AT4G01037	Potri.002G169300
AT5G67350	Potri.007G051800
AT2G32780	Potri.017G055600
AT4G13330	Potri.008G171900
AT3G26410	Potri.003G022701
AT1G05600	Potri.002G179300
AT4G24175	Potri.005G240800
AT5G05820	Potri.010G194100
AT5G04160	Potri.016G043200
AT2G44520	Potri.002G216100
AT5G58575	Potri.009G074400
AT5G17190	Potri.010G108000
AT5G10890	Potri.018G019400
AT4G16630	Potri.005G241300
AT2G34510	Potri.011G087500
AT2G20690	Potri.019G100500
AT3G42660	Potri.012G065200
AT1G09280	Potri.005G011300
AT4G14760	Potri.010G083300
AT1G03080	Potri.005G213400
AT2G04690	Potri.001G470300
AT1G16040	Potri.003G184701
AT4G15850	Potri.004G158000
AT5G13730	Potri.009G057200
AT5G40530	Potri.001G344000
AT2G39910	Potri.008G063500
AT3G09085	Potri.016G110900
AT3G58020	Potri.016G045401
AT1G16970	Potri.011G107400
AT5G17830	Potri.019G040500
AT1G23220	Potri.010G108700
AT5G44520	Potri.011G155500
AT1G10780	Potri.003G019400
AT2G21620	Potri.009G117500
AT5G64160	Potri.003G023601
AT3G15090	Potri.001G373200
AT1G19130	Potri.006G140000
AT3G16760	Potri.010G007000
AT4G37480	Potri.007G052400
AT1G52620	Potri.001G139200
AT1G08280	Potri.009G144000
AT5G49840	Potri.004G229400
AT3G66652	Potri.010G145150
AT1G14560	Potri.006G226300
AT2G33740	Potri.002G103700
AT5G58250	Potri.013G161000
AT1G67590	Potri.010G056800
AT3G18140	Potri.016G052800
AT2G28060	Potri.009G008700
AT2G15290	Potri.009G096300
AT5G45300	Potri.003G106500
AT4G11160	Potri.001G095500
AT2G48000	Potri.016G119600
AT1G73250	Potri.018G101700
AT4G32130	Potri.018G024600
AT4G15640	Potri.008G205300
AT3G56840	Potri.006G026100
AT2G26590	Potri.006G078800
AT1G34770	Potri.005G164300
AT3G28760	Potri.017G080300
AT1G08810	Potri.019G045900
AT5G55580	Potri.001G361800
AT5G16660	Potri.019G041700
AT1G09815	Potri.019G042900
AT5G22120	Potri.001G216500
AT2G34470	Potri.002G243700
AT2G34460	Potri.011G079600
AT3G61540	Potri.014G090601
AT1G56180	Potri.010G171400
AT4G04670	Potri.004G015200
AT2G33390	Potri.010G067200
AT2G33835	Potri.011G056600
AT3G04260	Potri.019G025100
AT4G14590	Potri.001G277200
AT5G60960	Potri.017G133400
AT3G27120	Potri.001G331300
AT3G04310	Potri.019G023400
AT2G01120	Potri.008G126300
AT1G29040	Potri.011G064600
AT4G14210	Potri.014G148700
ATCG00120	Potri.013G138000
AT5G47570	Potri.001G122200
AT4G14650	Potri.010G081000
AT2G33800	Potri.004G045700
AT5G48580	Potri.002G248200
AT4G33690	Potri.009G082200
AT2G28605	Potri.007G100800
AT4G39970	Potri.007G095200
AT5G44710	Potri.003G155000
AT1G69485	Potri.010G165100
AT2G46240	Potri.014G093150
AT1G44920	Potri.002G114900
AT1G06270	Potri.013G124100
AT5G48953	Potri.003G186050
AT4G26310	Potri.001G004300
AT5G18250	Potri.001G023000
AT3G23700	Potri.014G148500
AT1G79070	Potri.011G144400
AT5G52380	Potri.015G144600
AT2G39450	Potri.010G211300
AT1G53580	Potri.005G204800
AT1G78590	Potri.011G104400
AT1G06320	Potri.005G202500
AT1G49540	Potri.010G119600
AT4G01050	Potri.014G096500
AT5G44110	Potri.005G226600
AT2G42700	Potri.014G142900
AT1G27120	Potri.010G040400
AT5G62620	Potri.015G067600
AT3G47610	Potri.012G068900
AT1G07960	Potri.009G004500
AT3G52200	Potri.008G027400
AT5G38700	Potri.014G123400
AT5G14770	Potri.019G043101
AT5G15980	Potri.017G108100
AT4G27510	Potri.004G133900
AT4G38090	Potri.007G010400
AT1G07010	Potri.009G077900
AT3G53170	Potri.009G058300
AT5G38360	Potri.017G115350
AT5G15330	Potri.017G086600
AT5G44260	Potri.017G013400
AT2G33450	Potri.010G068500
AT5G61220	Potri.009G079800
AT5G38600	Potri.017G111300
AT2G30800	Potri.005G206500
AT2G37330	Potri.016G082100
AT1G23750	Potri.010G041000
AT2G33845	Potri.011G114800
AT4G14450	Potri.010G073900
AT2G21960	Potri.005G084400
AT2G47620	Potri.015G100400
AT4G37130	Potri.007G036600
AT2G01818	Potri.010G103500
AT3G54290	Potri.010G239700
AT1G51730	Potri.001G199500
AT2G02160	Potri.010G098200
AT5G53770	Potri.001G400800
AT1G54570	Potri.013G033600
AT3G13550	Potri.001G089300
AT1G67620	Potri.008G105700
AT1G05460	Potri.008G155400
AT1G04555	Potri.010G064500
AT3G09180	Potri.016G070700
AT5G24830	Potri.018G004400
AT2G32150	Potri.010G089300
AT3G48425	Potri.015G088900
AT1G14300	Potri.019G092000
AT5G19750	Potri.016G029700
AT1G21690	Potri.005G181300
AT2G01110	Potri.010G117200
AT3G50860	Potri.007G025400
AT4G02550	Potri.003G190900
AT3G17040	Potri.010G145000
AT4G26240	Potri.006G153800
AT3G58530	Potri.006G195800
AT5G50840	Potri.010G219700
AT1G04190	Potri.010G082900
AT4G35540	Potri.004G084700
AT3G55340	Potri.010G209701
AT1G80870	Potri.003G183100
AT5G07590	Potri.003G151400
AT3G18630	Potri.010G169600
AT1G19520	Potri.005G228200
AT5G15880	Potri.017G110300
AT3G51280	Potri.007G056500
AT5G67290	Potri.005G060500
AT3G10190	Potri.016G040900
AT4G31390	Potri.006G275600
AT1G09700	Potri.005G153200
AT1G78922	Potri.007G001650
AT3G23400	Potri.008G169100
AT4G31200	Potri.018G002000
AT3G18760	Potri.018G113200
AT1G72610	Potri.003G065266
AT5G64680	Potri.001G068500
AT3G56820	Potri.006G026300
AT3G21400	Potri.010G024000
AT1G78540	Potri.011G102100
AT1G04110	Potri.014G193200
AT5G65830	Potri.014G012300
AT3G56810	Potri.016G024600
AT2G25950	Potri.018G056100
AT5G10460	Potri.019G099100
AT1G64150	Potri.003G134300
AT4G14147	Potri.017G057400
AT3G47180	Potri.005G180300
AT3G55250	Potri.017G073000
AT2G31140	Potri.005G225100
AT1G79960	Potri.001G180400
AT2G01670	Potri.010G107300
AT1G73540	Potri.015G035000
AT3G57680	Potri.006G055400
AT3G14395	Potri.011G081001
AT3G54690	Potri.005G225700
AT4G17020	Potri.004G041600
AT5G64150	Potri.018G000850
AT3G04890	Potri.013G037050
AT1G15370	Potri.006G253700
AT1G79890	Potri.001G182600
AT3G08950	Potri.016G118700
AT2G37990	Potri.005G231000
AT1G49870	Potri.009G090900
AT3G13700	Potri.003G035000
AT1G01690	Potri.014G084800
AT3G44890	Potri.004G217000
AT1G67630	Potri.010G055900
AT3G61360	Potri.001G130400
AT5G57960	Potri.002G031100
AT3G13062	Potri.014G001100
AT3G55160	Potri.004G128601
AT5G11310	Potri.006G247400
AT1G70710	Potri.010G109200
AT2G44570	Potri.002G225400
AT3G43860	Potri.006G219700
AT1G71380	Potri.019G069300
AT1G14140	Potri.010G165900
AT5G21920	Potri.006G220400
AT1G55040	Potri.013G022300
AT3G53130	Potri.006G119800
AT5G08310	Potri.005G090600
AT1G47845	Potri.005G238600
AT5G17550	Potri.003G077000
AT2G33255	Potri.010G063700
AT1G53345	Potri.015G030300
AT3G21200	Potri.010G250200
AT1G14520	Potri.008G144500
AT2G19800	Potri.017G100200
AT2G26930	Potri.009G021800
AT1G26640	Potri.010G162900
AT3G27110	Potri.001G330800
AT3G05350	Potri.013G021400
AT2G02148	Potri.008G143700
AT5G66410	Potri.007G020400
AT1G54310	Potri.010G173800
AT4G02060	Potri.014G121000
AT2G18910	Potri.018G090900
AT4G02480	Potri.014G131000
AT1G73820	Potri.015G036600
AT5G48480	Potri.002G251200
AT4G30820	Potri.018G103200
AT2G40090	Potri.008G067900
AT5G23340	Potri.007G075600
AT5G38880	Potri.017G100300
AT1G48350	Potri.010G005000
AT1G51450	Potri.009G051400
AT4G26510	Potri.011G165100
AT3G27440	Potri.017G071200
AT4G20720	Potri.002G227200
AT3G62990	Potri.014G135560
AT4G34360	Potri.004G150200
AT1G44000	Potri.005G184700
AT3G27930	Potri.001G348700
AT1G24310	Potri.010G059100
AT2G26230	Potri.010G242600
AT3G09060	Potri.016G111600
AT1G18060	Potri.012G052300
AT1G13380	Potri.010G124800
AT5G62850	Potri.015G074300
AT5G10620	Potri.006G278500
AT2G01430	Potri.010G112600
AT5G60720	Potri.009G009500
AT5G01830	Potri.016G134000
AT1G08550	Potri.013G053100
AT5G24080	Potri.015G026300
AT5G43430	Potri.008G165800
AT1G47640	Potri.014G037100
AT4G39710	Potri.007G087401
AT5G27860	Potri.005G023000
AT1G07830	Potri.014G111100
AT1G01880	Potri.014G077300
AT2G34640	Potri.001G358400
AT2G44850	Potri.002G137300
AT4G35870	Potri.007G063700
AT2G43990	Potri.017G002200
AT3G14740	Potri.011G103100
AT5G58410	Potri.019G126000
AT5G58370	Potri.019G128000
AT4G32970	Potri.018G061800
AT2G13290	Potri.018G127900
AT5G12100	Potri.010G249800
AT2G16575	Potri.001G376800
AT3G12300	Potri.003G193900
AT3G43910	Potri.009G068300
AT1G80770	Potri.002G134900
AT3G16810	Potri.010G005600
AT4G14160	Potri.019G003100
AT1G77330	Potri.005G182700
AT3G56230	Potri.013G083800
AT1G27880	Potri.010G056500
AT2G42390	Potri.019G092100
AT3G15420	Potri.011G121800
AT5G18180	Potri.019G034900
AT4G28660	Potri.002G256400
AT3G12270	Potri.001G030200
AT5G61980	Potri.015G105500
AT2G02590	Potri.010G034400
AT4G08230	Potri.005G174700
AT5G20660	Potri.008G039400
AT1G54650	Potri.013G044300
AT1G65380	Potri.013G087200
AT3G08970	Potri.016G120000
AT2G19590	Potri.006G151600
AT3G54360	Potri.003G189400
AT3G54510	Potri.003G200900
AT2G29950	Potri.009G046400
AT5G66290	Potri.007G014000
AT4G31760	Potri.018G015500
AT3G21720	Potri.017G036900
AT1G72090	Potri.013G107800
AT4G20740	Potri.003G203100
AT4G10030	Potri.019G074600
AT3G45890	Potri.001G193300
AT1G62950	Potri.003G117500
AT3G53370	Potri.016G087400
AT5G03555	Potri.006G119500
AT4G02670	Potri.005G215100
AT5G58120	Potri.019G113701
AT5G36930	Potri.019G001602
AT5G48780	Potri.019G002500
AT1G59530	Potri.014G013400
AT3G13226	Potri.001G467400
AT4G37200	Potri.007G034400
AT4G39470	Potri.007G079200
AT1G12230	Potri.001G120400
AT4G21190	Potri.017G148700
AT2G37195	Potri.016G090000
AT2G40570	Potri.018G087300
AT3G59040	Potri.001G220300
AT4G06676	Potri.004G222300
AT1G02130	Potri.014G049400
AT5G17167	Potri.013G008800
AT3G53440	Potri.018G000700
AT4G12700	Potri.014G170200
AT3G20970	Potri.010G237400
AT4G01400	Potri.014G105900
AT5G18580	Potri.010G022300
AT2G25100	Potri.008G019800
AT1G30070	Potri.011G085100
AT1G30480	Potri.011G098100
AT3G63190	Potri.002G052400
AT1G29950	Potri.011G080000
AT1G06560	Potri.005G204900
AT5G39830	Potri.004G129200
AT4G35570	Potri.004G131400
AT2G26810	Potri.009G068400
AT4G13070	Potri.013G083000
AT1G65720	Potri.017G142100
AT3G26900	Potri.017G062800
AT3G29310	Potri.017G091100
AT4G31150	Potri.018G001000
AT5G64510	Potri.009G081500
AT3G07210	Potri.002G245700
AT5G46250	Potri.011G080700
AT4G17040	Potri.003G083300
AT4G33945	Potri.009G106100
AT1G16070	Potri.001G041400
AT1G49510	Potri.004G145600
AT3G63390	Potri.002G047400
AT3G60300	Potri.014G048000
AT4G13030	Potri.002G247400
AT1G09740	Potri.005G157100
AT5G53280	Potri.015G022900
AT3G24255	Potri.001G317900
AT1G10180	Potri.015G119300
AT4G35987	Potri.007G057000
AT4G28230	Potri.019G116200
AT4G15110	Potri.006G006200
AT1G76130	Potri.002G014300
AT5G28830	Potri.013G040500
AT5G14040	Potri.017G060800
AT2G17270	Potri.004G207200
AT4G11130	Potri.015G073700
AT5G44550	Potri.011G154900
AT1G06460	Potri.014G141500
AT4G29820	Potri.006G146400
AT4G11570	Potri.003G127100
AT5G02740	Potri.012G089800
AT1G20050	Potri.003G160500
AT4G01310	Potri.014G089100
AT5G63670	Potri.010G255000
AT3G53520	Potri.016G080500
AT3G62830	Potri.014G129200
AT1G02330	Potri.014G110200
AT2G35540	Potri.003G097800
AT1G68480	Potri.010G124200
AT4G29960	Potri.018G143000
AT3G56210	Potri.010G181700
AT4G35320	Potri.009G168800
AT5G14710	Potri.001G349500
AT2G02050	Potri.010G099900
AT1G31710	Potri.010G089050
AT4G14940	Potri.010G088900
AT1G51965	Potri.013G105000
AT3G27820	Potri.001G346200
AT2G15960	Potri.009G109300
AT5G66130	Potri.005G111000
AT1G29290	Potri.011G108101
AT1G06110	Potri.017G027000
AT1G63980	Potri.003G132600
AT2G32480	Potri.014G154000
AT4G01940	Potri.014G117700
AT2G42710	Potri.014G143000
AT5G03080	Potri.016G086700
AT1G17410	Potri.003G068100
AT5G61770	Potri.014G129700
AT3G19380	Potri.009G100200
AT3G17580	Potri.010G004000
AT1G50900	Potri.001G420900
AT4G35930	Potri.005G110200
AT5G14290	Potri.001G335600
