Gene,Arabidopsis,best_arabi_defline
Potri.011G059101,,
Potri.011G059200,,
Potri.011G059300,AT2G33860,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related
Potri.011G059300,AT2G33860,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related
Potri.011G059300,AT2G33860,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related
Potri.011G059300,AT2G33860,Transcriptional factor B3 family protein / auxin-responsive factor AUX/IAA-related
Potri.011G059400,,
Potri.011G059500,,
Potri.011G059600,,
Potri.011G059700,AT1G28490,syntaxin of plants 61
Potri.011G059800,AT1G28510,Optic atrophy 3 protein (OPA3)
Potri.011G060000,AT1G28520,vascular plant one zinc finger protein
Potri.011G060000,AT1G28520,vascular plant one zinc finger protein
Potri.011G060000,AT1G28520,vascular plant one zinc finger protein
Potri.011G060800,AT5G46020,(1 of 1) PTHR22055 - 28 KDA HEAT- AND ACID-STABLE PHOSPHOPROTEIN  PDGF-ASSOCIATED PROTEIN
Potri.011G061000,,
Potri.011G061300,,
Potri.011G061400,AT2G33880,homeobox-3
Potri.011G061500,AT5G45970,RAC-like 2
Potri.011G061700,,
Potri.011G061800,AT4G18450,Integrase-type DNA-binding superfamily protein
Potri.011G061800,AT4G18450,Integrase-type DNA-binding superfamily protein
Potri.011G061900,AT5G45960,GDSL-like Lipase/Acylhydrolase superfamily protein
Potri.011G062000,AT5G45960,GDSL-like Lipase/Acylhydrolase superfamily protein
Potri.011G062100,AT4G18470,negative regulator of systemic acquired resistance (SNI1)
Potri.011G062200,AT4G18460,D-Tyr-tRNA(Tyr) deacylase family protein
Potri.011G062300,AT2G34060,Peroxidase superfamily protein
Potri.011G062401,,
Potri.011G062401,,
Potri.011G062401,,
Potri.011G062500,AT1G29030,Apoptosis inhibitory protein 5 (API5)
Potri.011G062600,,
Potri.011G062600,,
Potri.011G062750,,
Potri.011G062900,,
Potri.011G062950,,
Potri.011G063000,,
Potri.011G063050,,
Potri.011G063100,,
Potri.011G063200,AT2G33990,IQ-domain 9
Potri.011G063200,AT2G33990,IQ-domain 9
Potri.011G063200,AT2G33990,IQ-domain 9
Potri.011G063200,AT2G33990,IQ-domain 9
Potri.011G063200,AT2G33990,IQ-domain 9
Potri.011G063300,AT1G28960,nudix hydrolase homolog 15
Potri.011G063300,AT1G28960,nudix hydrolase homolog 15
Potri.011G063400,AT5G45930,magnesium chelatase i2
Potri.011G063400,AT5G45930,magnesium chelatase i2
Potri.011G063500,AT4G18490,
Potri.011G063500,AT4G18490,
Potri.011G063500,AT4G18490,
Potri.011G063500,AT4G18490,
Potri.011G063600,,
Potri.011G063700,,
Potri.011G063750,,
Potri.011G063800,AT5G45920,SGNH hydrolase-type esterase superfamily protein
Potri.011G063900,,
Potri.011G064000,,
Potri.011G064100,,
Potri.011G064300,AT4G18540,
Potri.011G064350,,
Potri.011G064400,AT4G18550,alpha/beta-Hydrolases superfamily protein
Potri.011G064500,AT4G18570,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.011G064600,AT1G29040,(1 of 1) PF09585 - Conserved hypothetical protein (Lin0512_fam) (Lin0512_fam)
Potri.011G064600,AT1G29040,(1 of 1) PF09585 - Conserved hypothetical protein (Lin0512_fam) (Lin0512_fam)
Potri.011G064600,AT1G29040,(1 of 1) PF09585 - Conserved hypothetical protein (Lin0512_fam) (Lin0512_fam)
Potri.011G064700,AT1G29050,TRICHOME BIREFRINGENCE-LIKE 38
Potri.011G064800,AT1G29070,Ribosomal protein L34
Potri.011G064900,AT5G45890,senescence-associated gene 12
Potri.011G065000,AT2G34090,maternal effect embryo arrest 18
Potri.011G065000,AT2G34090,maternal effect embryo arrest 18
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065100,,
Potri.011G065200,,
Potri.011G065300,AT2G27430,ARM repeat superfamily protein
Potri.011G065402,,
Potri.011G065500,,
Potri.011G065600,,
Potri.011G065600,,
Potri.011G065600,,
Potri.011G065700,AT1G29120,Hydrolase-like protein family
Potri.011G065900,AT2G34140,Dof-type zinc finger DNA-binding family protein
Potri.011G066000,AT5G02450,Ribosomal protein L36e family protein
Potri.011G066100,AT1G29170,SCAR family protein
Potri.011G066100,AT1G29170,SCAR family protein
Potri.011G066100,AT1G29170,SCAR family protein
Potri.011G066100,AT1G29170,SCAR family protein
Potri.011G066200,AT1G78860,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain
Potri.011G066400,,
Potri.011G066400,,
Potri.011G066500,AT1G29195,(1 of 28) PF14009 - Domain of unknown function (DUF4228) (DUF4228)
Potri.011G066600,,
Potri.011G066700,,
Potri.011G066800,,
Potri.011G066900,,
Potri.011G067000,AT1G29240,Protein of unknown function (DUF688)
Potri.011G067150,,
Potri.011G067150,,
Potri.011G067300,AT2G42670,Protein of unknown function (DUF1637)
Potri.011G067300,AT2G42670,Protein of unknown function (DUF1637)
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067400,AT5G45840,Leucine-rich repeat protein kinase family protein
Potri.011G067500,AT5G45820,CBL-interacting protein kinase 20
Potri.011G067600,AT4G18700,CBL-interacting protein kinase 12
Potri.011G067800,AT1G73177,bonsai
Potri.011G067900,AT5G45800,Leucine-rich repeat protein kinase family protein
Potri.011G068001,,
Potri.011G068100,AT1G29220,transcriptional regulator family protein
Potri.011G068200,AT2G34190,Xanthine/uracil permease family protein
Potri.011G068300,AT1G29200,O-fucosyltransferase family protein
Potri.011G068500,,
Potri.011G068500,,
Potri.011G068500,,
Potri.011G068500,,
Potri.011G068500,,
Potri.011G068600,AT4G18710,Protein kinase superfamily protein
Potri.011G068600,AT4G18710,Protein kinase superfamily protein
Potri.011G068700,AT5G45780,Leucine-rich repeat protein kinase family protein
Potri.011G068700,AT5G45780,Leucine-rich repeat protein kinase family protein
Potri.011G068800,AT2G34200,RING/FYVE/PHD zinc finger superfamily protein
Potri.011G068900,AT4G18730,ribosomal protein L16B
Potri.011G069200,AT4G18730,ribosomal protein L16B
Potri.011G069200,AT4G18730,ribosomal protein L16B
Potri.011G069300,AT4G18740,Rho termination factor
Potri.011G069300,AT4G18740,Rho termination factor
Potri.011G069500,AT4G18760,receptor like protein 51
Potri.011G069600,AT4G18780,cellulose synthase family protein
Potri.011G069600,AT4G18780,cellulose synthase family protein
Potri.011G069600,AT4G18780,cellulose synthase family protein
Potri.011G069700,AT5G45760,Transducin/WD40 repeat-like superfamily protein
Potri.011G069700,AT5G45760,Transducin/WD40 repeat-like superfamily protein
Potri.011G069800,,
Potri.011G069900,AT2G42760,(1 of 12) PF07939 - Protein of unknown function (DUF1685) (DUF1685)
Potri.011G070000,AT1G29270,
Potri.011G070000,AT1G29270,
Potri.011G070100,AT1G29280,WRKY DNA-binding protein 65
Potri.011G070300,AT5G45750,RAB GTPase homolog A1C
Potri.011G070400,,
Potri.011G070500,AT1G29290,
Potri.011G070800,,
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G070900,AT1G06410,trehalose-phosphatase/synthase 7
Potri.011G071000,AT1G29300,Plant protein of unknown function (DUF641)
Potri.011G071000,AT1G29300,Plant protein of unknown function (DUF641)
Potri.011G071100,AT5G48100,Laccase/Diphenol oxidase family protein
Potri.011G071200,AT1G29330,ER lumen protein retaining receptor family protein
Potri.011G071300,AT4G18820,AAA-type ATPase family protein
Potri.011G071400,AT1G29340,plant U-box 17
Potri.011G071400,AT1G29340,plant U-box 17
Potri.011G071400,AT1G29340,plant U-box 17
Potri.011G071400,AT1G29340,plant U-box 17
Potri.011G071700,AT4G18880,heat shock transcription factor  A4A
Potri.011G071800,AT1G78700,BES1/BZR1 homolog 4
Potri.011G071800,AT1G78700,BES1/BZR1 homolog 4
Potri.011G071900,AT1G29800,RING/FYVE/PHD-type zinc finger family protein
Potri.011G071900,AT1G29800,RING/FYVE/PHD-type zinc finger family protein
Potri.011G072000,AT5G45700,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Potri.011G072100,AT4G19030,NOD26-like major intrinsic protein 1
Potri.011G072200,AT2G34380,Putative adipose-regulatory protein (Seipin)
Potri.011G072300,,
Potri.011G072400,AT2G34480,Ribosomal protein L18ae/LX family protein
Potri.011G072566,AT1G29750,receptor-like kinase in flowers 1
Potri.011G072591,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072591,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072616,,
Potri.011G072616,,
Potri.011G072641,,
Potri.011G072666,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072666,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072691,,
Potri.011G072716,,
Potri.011G072716,,
Potri.011G072741,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072741,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072741,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072741,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072766,,
Potri.011G072791,,
Potri.011G072816,,
Potri.011G072841,,
Potri.011G072866,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072866,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072866,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072891,,
Potri.011G072916,,
Potri.011G072941,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072966,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072966,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072966,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072966,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072966,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G072991,,
Potri.011G072991,,
Potri.011G073016,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073041,,
Potri.011G073066,,
Potri.011G073066,,
Potri.011G073066,,
Potri.011G073091,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073091,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073091,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073091,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073116,,
Potri.011G073141,,
Potri.011G073166,,
Potri.011G073191,,
Potri.011G073216,,
Potri.011G073241,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073241,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073266,,
Potri.011G073266,,
Potri.011G073291,,
Potri.011G073316,,
Potri.011G073316,,
Potri.011G073341,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073341,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073341,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073366,,
Potri.011G073391,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073416,,
Potri.011G073441,,
Potri.011G073466,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073466,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073466,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073491,,
Potri.011G073491,,
Potri.011G073516,,
Potri.011G073541,,
Potri.011G073566,,
Potri.011G073591,,
Potri.011G073616,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073641,,
Potri.011G073666,,
Potri.011G073700,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073700,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G073801,,
Potri.011G073900,ATCG01000,Ycf1 protein
Potri.011G074033,,
Potri.011G074067,,
Potri.011G074100,,
Potri.011G074150,,
Potri.011G074201,,
Potri.011G074301,ATCG00820,ribosomal protein S19
Potri.011G074401,ATCG01310,ribosomal protein L2
Potri.011G074501,,
Potri.011G074600,ATCG00730,photosynthetic electron transfer D
Potri.011G074700,,
Potri.011G074742,,
Potri.011G074750,,
Potri.011G074750,,
Potri.011G074750,,
Potri.011G074784,,
Potri.011G074826,ATCG00690,photosystem II reaction center protein T
Potri.011G074868,ATCG00680,photosystem II reaction center protein B
Potri.011G074901,ATCG00710,photosystem II reaction center protein H
Potri.011G075051,ATCG01250,NADH-Ubiquinone/plastoquinone (complex I) protein
Potri.011G075200,,
Potri.011G075400,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G075400,AT1G29720,Leucine-rich repeat transmembrane protein kinase
Potri.011G075450,,
Potri.011G075500,AT1G29690,MAC/Perforin domain-containing protein
Potri.011G075600,AT4G18930,RNA ligase/cyclic nucleotide phosphodiesterase family protein
Potri.011G075800,AT4G18960,K-box region and MADS-box transcription factor family protein
Potri.011G075800,AT4G18960,K-box region and MADS-box transcription factor family protein
Potri.011G075900,,
Potri.011G075900,,
Potri.011G076400,,
Potri.011G076500,AT4G18970,GDSL-like Lipase/Acylhydrolase superfamily protein
Potri.011G076600,AT5G45660,
Potri.011G076700,AT5G45650,subtilase family protein
Potri.011G076800,AT4G18975,Pentatricopeptide repeat (PPR) superfamily protein
Potri.011G076800,AT4G18975,Pentatricopeptide repeat (PPR) superfamily protein
Potri.011G076800,AT4G18975,Pentatricopeptide repeat (PPR) superfamily protein
Potri.011G076800,AT4G18975,Pentatricopeptide repeat (PPR) superfamily protein
Potri.011G076900,AT1G29640,"Protein of unknown function, DUF584"
Potri.011G077001,AT1G29630,5'-3' exonuclease family protein
Potri.011G077001,AT1G29630,5'-3' exonuclease family protein
Potri.011G077001,AT1G29630,5'-3' exonuclease family protein
Potri.011G077100,AT5G46550,DNA-binding bromodomain-containing protein
Potri.011G077100,AT5G46550,DNA-binding bromodomain-containing protein
Potri.011G077200,AT4G18040,eukaryotic translation initiation factor 4E
Potri.011G077260,,
Potri.011G077320,,
Potri.011G077380,,
Potri.011G077440,,
Potri.011G077500,AT4G18060,SH3 domain-containing protein
Potri.011G077700,AT4G18070,
Potri.011G077700,AT4G18070,
Potri.011G077800,AT1G29520,AWPM-19-like family protein
Potri.011G077900,AT3G47810,Calcineurin-like metallo-phosphoesterase superfamily protein
Potri.011G078050,,
Potri.011G078050,,
Potri.011G078050,,
Potri.011G078050,,
Potri.011G078050,,
Potri.011G078200,AT5G46430,Ribosomal protein L32e
Potri.011G078300,AT4G18140,SCP1-like small phosphatase 4b
Potri.011G078300,AT4G18140,SCP1-like small phosphatase 4b
Potri.011G078300,AT4G18140,SCP1-like small phosphatase 4b
Potri.011G078300,AT4G18140,SCP1-like small phosphatase 4b
Potri.011G078401,,
Potri.011G078500,AT1G29380,Carbohydrate-binding X8 domain superfamily protein
Potri.011G078700,AT5G46390,Peptidase S41 family protein
Potri.011G078800,AT1G29370,Kinase-related protein of unknown function (DUF1296)
Potri.011G078800,AT1G29370,Kinase-related protein of unknown function (DUF1296)
Potri.011G078800,AT1G29370,Kinase-related protein of unknown function (DUF1296)
Potri.011G078900,AT1G29810,Transcriptional coactivator/pterin dehydratase
Potri.011G079000,AT1G29790,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.011G079000,AT1G29790,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Potri.011G079100,AT5G46370,Ca2+ activated outward rectifying K+ channel 2
Potri.011G079300,AT5G46350,WRKY DNA-binding protein 8
Potri.011G079300,AT5G46350,WRKY DNA-binding protein 8
Potri.011G079400,AT1G29890,O-acetyltransferase family protein
Potri.011G079450,,
Potri.011G079500,AT2G34420,photosystem II light harvesting complex gene B1B2
Potri.011G079600,AT2G34460,NAD(P)-binding Rossmann-fold superfamily protein
Potri.011G079700,AT5G46290,3-ketoacyl-acyl carrier protein synthase I
Potri.011G079800,,
Potri.011G079800,,
Potri.011G079800,,
Potri.011G079800,,
Potri.011G079800,,
Potri.011G079900,AT5G46295,
Potri.011G080000,AT1G29950,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Potri.011G080100,AT1G29951,conserved peptide upstream open reading frame 35
Potri.011G080201,,
Potri.011G080300,,
Potri.011G080400,AT2G30890,Cytochrome b561/ferric reductase transmembrane protein family
Potri.011G080400,AT2G30890,Cytochrome b561/ferric reductase transmembrane protein family
Potri.011G080400,AT2G30890,Cytochrome b561/ferric reductase transmembrane protein family
Potri.011G080400,AT2G30890,Cytochrome b561/ferric reductase transmembrane protein family
Potri.011G080500,AT2G36160,Ribosomal protein S11 family protein
Potri.011G080600,AT4G18270,translocase 11
Potri.011G080700,AT5G46250,RNA-binding protein
Potri.011G080800,AT1G50720,Stigma-specific Stig1 family protein
Potri.011G080900,,
Potri.011G081001,AT1G30260,
Potri.011G081200,AT1G17210,IAP-like protein 1
Potri.011G081400,AT2G34620,Mitochondrial transcription termination factor family protein
Potri.011G081500,AT1G30280,Chaperone DnaJ-domain superfamily protein
Potri.011G081500,AT1G30280,Chaperone DnaJ-domain superfamily protein
Potri.011G081600,AT1G30300,Metallo-hydrolase/oxidoreductase superfamily protein
Potri.011G081701,,
Potri.011G082000,AT4G26750,hydroxyproline-rich glycoprotein family protein
Potri.011G082000,AT4G26750,hydroxyproline-rich glycoprotein family protein
Potri.011G082050,,
Potri.011G082100,AT5G46150,LEM3 (ligand-effect modulator 3) family protein / CDC50 family protein
Potri.011G082300,AT1G30290,Tetratricopeptide repeat (TPR)-like superfamily protein
Potri.011G082400,,
Potri.011G082500,AT4G18375,RNA-binding KH domain-containing protein
Potri.011G082500,AT4G18375,RNA-binding KH domain-containing protein
Potri.011G082800,AT5G46180,ornithine-delta-aminotransferase
Potri.011G082900,AT4G18380,F-box family protein
Potri.011G083100,AT4G18390,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"
Potri.011G083100,AT4G18390,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"
Potri.011G083100,AT4G18390,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"
Potri.011G083100,AT4G18390,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"
Potri.011G083100,AT4G18390,"TEOSINTE BRANCHED 1, cycloidea and PCF transcription factor 2"
Potri.011G083300,AT4G18370,DEGP protease 5
Potri.011G083600,AT1G30190,(1 of 28) PF05553 - Cotton fibre expressed protein (DUF761)
Potri.011G083700,AT1G26840,origin recognition complex protein 6
Potri.011G083900,AT2G34600,jasmonate-zim-domain protein 7
Potri.011G084000,AT1G30130,(1 of 1) PF07103 - Protein of unknown function (DUF1365) (DUF1365)
Potri.011G084100,,
Potri.011G084150,,
Potri.011G084201,,
Potri.011G084251,,
Potri.011G084300,AT2G34585,
Potri.011G084400,AT5G46210,cullin4
Potri.011G084900,AT1G30080,Glycosyl hydrolase superfamily protein
Potri.011G085000,,
Potri.011G085100,AT1G30070,SGS domain-containing protein
Potri.011G085200,AT2G34560,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.011G085200,AT2G34560,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Potri.011G085501,,
Potri.011G085501,,
Potri.011G085700,,
Potri.011G085700,,
Potri.011G085700,,
Potri.011G086300,,
Potri.011G086500,AT5G55400,Actin binding Calponin homology (CH) domain-containing protein
Potri.011G086500,AT5G55400,Actin binding Calponin homology (CH) domain-containing protein
Potri.011G086700,AT3G20420,RNAse THREE-like protein 2
Potri.011G086800,AT3G20800,"Cell differentiation, Rcd1-like protein"
Potri.011G086800,AT3G20800,"Cell differentiation, Rcd1-like protein"
Potri.011G086901,AT2G02520,RNA-directed DNA polymerase (reverse transcriptase)-related family protein
Potri.011G087000,,
Potri.011G087050,,
Potri.011G087100,AT3G21610,Acid phosphatase/vanadium-dependent haloperoxidase-related protein
Potri.011G087200,AT4G26850,mannose-1-phosphate guanylyltransferase (GDP)s;GDP-galactose:mannose-1-phosphate guanylyltransferases;GDP-galactose:glucose-1-phosphate guanylyltransferases;GDP-galactose:myoinositol-1-phosphate guanylyltransferases;glucose-1-phosphate guanylyltransferase
Potri.011G087500,AT2G34510,"Protein of unknown function, DUF642"
Potri.011G087500,AT2G34510,"Protein of unknown function, DUF642"
Potri.011G087900,AT4G26640,WRKY family transcription factor family protein
Potri.011G087900,AT4G26640,WRKY family transcription factor family protein
Potri.011G087900,AT4G26640,WRKY family transcription factor family protein
Potri.011G087900,AT4G26640,WRKY family transcription factor family protein
Potri.011G088000,,
Potri.011G088100,,
Potri.011G088100,,
Potri.011G088400,AT5G55530,Calcium-dependent lipid-binding (CaLB domain) family protein
Potri.011G088400,AT5G55530,Calcium-dependent lipid-binding (CaLB domain) family protein
Potri.011G088400,AT5G55530,Calcium-dependent lipid-binding (CaLB domain) family protein
Potri.011G088400,AT5G55530,Calcium-dependent lipid-binding (CaLB domain) family protein
Potri.011G088500,AT4G26670,Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Potri.011G088750,,
Potri.011G089000,AT5G55200,Co-chaperone GrpE family protein
Potri.011G089000,AT5G55200,Co-chaperone GrpE family protein
Potri.011G089100,,
Potri.011G089200,AT5G55070,Dihydrolipoamide succinyltransferase
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089300,AT5G55060,(1 of 2) PF13890 - Rab3 GTPase-activating protein catalytic subunit (Rab3-GTPase_cat)
Potri.011G089500,AT3G20475,MUTS-homologue 5
Potri.011G089700,AT5G55050,GDSL-like Lipase/Acylhydrolase superfamily protein
Potri.011G089901,AT1G30460,cleavage and polyadenylation specificity factor 30
Potri.011G090100,AT3G20350,(1 of 2) PTHR31071:SF2 - F11F12.2 PROTEIN
Potri.011G090150,,
Potri.011G090200,,
Potri.011G090200,,
Potri.011G090200,,
Potri.011G090700,AT4G26980,RNI-like superfamily protein
Potri.011G090700,AT4G26980,RNI-like superfamily protein
Potri.011G090800,AT1G50710,(1 of 1) PTHR16219:SF1 - HAUS AUGMIN-LIKE COMPLEX SUBUNIT 4
Potri.011G090850,,
Potri.011G090900,AT1G30450,cation-chloride co-transporter 1
Potri.011G090900,AT1G30450,cation-chloride co-transporter 1
Potri.011G090900,AT1G30450,cation-chloride co-transporter 1
Potri.011G091100,AT1G30440,Phototropic-responsive NPH3 family protein
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091200,AT1G30400,multidrug resistance-associated protein 1
Potri.011G091700,AT4G03620,myosin heavy chain-related
Potri.011G091900,AT1G30330,auxin response factor 6
Potri.011G091900,AT1G30330,auxin response factor 6
Potri.011G092200,AT5G55260,protein phosphatase X 2
Potri.011G092500,AT4G26760,microtubule-associated protein 65-2
Potri.011G092600,AT5G55290,"ATPase, V0 complex, subunit E"
Potri.011G092700,AT5G55300,DNA topoisomerase I alpha
Potri.011G092700,AT5G55300,DNA topoisomerase I alpha
Potri.011G092700,AT5G55300,DNA topoisomerase I alpha
Potri.011G092700,AT5G55300,DNA topoisomerase I alpha
Potri.011G092700,AT5G55300,DNA topoisomerase I alpha
Potri.011G092800,AT3G13120,Ribosomal protein S10p/S20e family protein
Potri.011G092800,AT3G13120,Ribosomal protein S10p/S20e family protein
Potri.011G092800,AT3G13120,Ribosomal protein S10p/S20e family protein
Potri.011G092900,AT1G55915,zinc ion binding
Potri.011G093000,AT1G55900,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Potri.011G093200,AT5G55660,DEK domain-containing chromatin associated protein
Potri.011G093266,,
Potri.011G093400,,
Potri.011G093500,AT5G55730,FASCICLIN-like arabinogalactan 1
Potri.011G093700,AT5G55830,Concanavalin A-like lectin protein kinase family protein
Potri.011G093801,,
Potri.011G093901,,
Potri.011G094000,AT3G11310,(1 of 14) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094100,AT1G70320,ubiquitin-protein ligase 2
Potri.011G094200,AT2G04410,RPM1-interacting protein 4 (RIN4) family protein
Potri.011G094400,AT4G26830,O-Glycosyl hydrolases family 17 protein
Potri.011G094500,AT5G39850,Ribosomal protein S4
Potri.011G094650,,
Potri.011G094800,AT4G26580,RING/U-box superfamily protein
Potri.011G094800,AT4G26580,RING/U-box superfamily protein
Potri.011G094800,AT4G26580,RING/U-box superfamily protein
Potri.011G094900,,
Potri.011G095000,AT4G21740,
Potri.011G095100,AT3G14570,glucan synthase-like 4
Potri.011G095200,AT1G17110,ubiquitin-specific protease 15
Potri.011G095200,AT1G17110,ubiquitin-specific protease 15
Potri.011G095200,AT1G17110,ubiquitin-specific protease 15
Potri.011G095200,AT1G17110,ubiquitin-specific protease 15
Potri.011G095401,,
Potri.011G095600,AT2G34555,gibberellin 2-oxidase 3
Potri.011G095600,AT2G34555,gibberellin 2-oxidase 3
Potri.011G095600,AT2G34555,gibberellin 2-oxidase 3
Potri.011G095600,AT2G34555,gibberellin 2-oxidase 3
Potri.011G095700,AT5G27010,ARM repeat superfamily protein
Potri.011G095700,AT5G27010,ARM repeat superfamily protein
Potri.011G095700,AT5G27010,ARM repeat superfamily protein
Potri.011G095800,AT1G53650,CTC-interacting domain 8
Potri.011G095900,AT1G78410,VQ motif-containing protein
Potri.011G096000,AT1G78420,RING/U-box superfamily protein
Potri.011G096100,AT1G17130,Family of unknown function (DUF572)
